,decile1b,decile3,id,decile1,sex,race,cluster,lsat,ugpa,zfygpa,dob_yr,grad,zgpa,bar1,bar1_yr,bar2,bar2_yr,fulltime,fam_inc,age,gender,parttime,male,race1,race2,dropout,other,asian,black,hisp,pass_bar,bar,tier,index604,indxgrp,indxgrp2
15336,10.0,10.0,15337,10.0,2,7,1,45,3.7,1.67,69,Y,1.66,P,7,P,94,1,4,-62,male,0,1,white,b white,NO,0,0,0,0,1,a Passed 1st time,4,922.6315549999999,g 700+,i 820+
15337,5.0,5.0,15338,5.0,1,7,1,48,3.3,-0.12,69,Y,-0.06,P,2,P,95,1,4,-67,female,0,0,white,b white,NO,0,0,0,0,1,a Passed 1st time,4,929.999974,g 700+,i 820+
15338,7.0,6.0,15339,7.0,1,7,1,34,3.2,0.38,64,Y,0.07,F,7,P,96,2,4,-57,female,1,0,white,b white,NO,0,0,0,0,1,b Passed 2nd time,4,698.947352,f 640-700,f 640-700
15339,5.0,6.0,15340,6.0,1,7,1,40,3.8,0.07,66,Y,0.28,P,7,P,94,1,4,-59,female,0,0,white,b white,NO,0,0,0,0,1,a Passed 1st time,4,853.68419,g 700+,i 820+
15340,10.0,10.0,15341,10.0,2,7,4,45,3.6,1.54,68,Y,1.5,P,7,P,94,1,4,-61,male,0,1,white,b white,NO,0,0,0,0,1,a Passed 1st time,5,912.6315549999999,g 700+,i 820+
15341,6.0,6.0,15342,6.0,2,7,3,39,3.8,0.17,69,Y,0.23,P,7,P,94,1,3,-62,male,0,1,white,b white,NO,0,0,0,0,1,a Passed 1st time,3,837.8947169999999,g 700+,i 820+
15342,10.0,10.0,15343,10.0,2,7,4,41,3.7,1.33,64,Y,1.52,P,7,P,95,1,3,-57,male,0,1,white,b white,NO,0,0,0,0,1,a Passed 1st time,5,859.473663,g 700+,i 820+
15343,5.0,5.0,15344,6.0,2,7,4,44,3.3,0.05,69,Y,0,P,7,P,94,1,4,-62,male,0,1,white,b white,NO,0,0,0,0,1,a Passed 1st time,5,866.842082,g 700+,i 820+
15344,5.0,3.0,15345,5.0,1,7,4,45,3.4,-0.18,68,Y,-0.75,P,7,P,94,1,4,-61,female,0,0,white,b white,NO,0,0,0,0,1,a Passed 1st time,5,892.6315549999999,g 700+,i 820+
15345,9.0,9.0,15346,9.0,2,7,1,47,3.4,1.22,68,Y,0.94,P,7,P,94,1,4,-61,male,0,1,white,b white,NO,0,0,0,0,1,a Passed 1st time,4,924.210501,g 700+,i 820+
15346,1.0,1.0,15347,1.0,1,3,1,25.5,2.5,-1.76,67,Y,-1.59,F,7,P,95,1,4,-60,female,0,0,black,a black,NO,0,0,1,0,1,b Passed 2nd time,4,494.7368315,c 460-520,c 460-520
15347,1.0,1.0,15348,1.0,2,3,3,31,2.2,-1.63,63,Y,-1.61,, ,, ,1,1, ,male,0,1,black,a black,NO,0,0,1,0, ,d Never took bar,3,551.578933,d 520-580,d 520-580
15348,4.0,5.0,15349,4.0,2,7,4,38,3.6,-0.32,69,Y,-0.16,P,7,P,94,1,3,-62,male,0,1,white,b white,NO,0,0,0,0,1,a Passed 1st time,5,802.105244,g 700+,h 760-820
15349,8.0,7.0,15350,8.0,2,7,3,33,3.5,0.65,67,Y,0.26,P,7,P,94,1,3,-60,male,0,1,white,b white,NO,0,0,0,0,1,a Passed 1st time,3,713.157879,g 700+,g 700-760
15350,1.0,1.0,15351,1.0,2,3,1,29,2.6,-2.18,68,Y,-1.8,P,7,P,94,1,2,-61,male,0,1,black,a black,NO,0,0,1,0,1,a Passed 1st time,4,559.999987,d 520-580,d 520-580
15351,,,15352,,1,7,1,42,3.2, ,69,Y, ,P,7,P,94,1,3,-62,female,0,0,white,b white,NO,0,0,0,0,1,a Passed 1st time,4,825.263136,g 700+,i 820+
15352,5.0,5.0,15353,5.0,2,7,3,27,3.4,-0.1,70,Y,-0.25,P,7,P,94,1,3,-63,male,0,1,white,b white,NO,0,0,0,0,1,a Passed 1st time,3,608.421041,e 580-640,e 580-640
15353,9.0,9.0,15354,9.0,1,7,2,38,3.9,0.97,50,Y,1.21,, ,, ,1,3, ,female,0,0,white,b white,NO,0,0,0,0, ,d Never took bar,2,832.105244,g 700+,i 820+
15354,2.0,2.0,15355,3.0,2,7,4,40,3.7,-0.8,70,Y,-1.14,P,7,P,94,1,4,-63,male,0,1,white,b white,NO,0,0,0,0,1,a Passed 1st time,5,843.6841900000001,g 700+,i 820+
15355,7.0,10.0,15356,7.0,1,7,1,31,3.3,0.53,65,Y,1.76,P,7,P,94,1,4,-58,female,0,0,white,b white,NO,0,0,0,0,1,a Passed 1st time,4,661.578933,f 640-700,f 640-700
15356,2.0,1.0,15357,2.0,2,7,1,36,3,-0.99,62,Y,-1.4,F,2,F,96,1,5,-60,male,0,1,white,b white,NO,0,0,0,0,0,c Failed,4,710.526298,g 700+,g 700-760
15357,10.0,10.0,15358,10.0,2,7,3,36,3.7,1.58,66,Y,1.52,P,2,P,95,2,3,-64,male,1,1,white,b white,NO,0,0,0,0,1,a Passed 1st time,3,780.526298,g 700+,h 760-820
15358,3.0,5.0,15359,4.0,2,7,2,31,2.7,-0.52,64,Y,-0.14,P,7,P,94,1,2,-57,male,0,1,white,b white,NO,0,0,0,0,1,a Passed 1st time,2,601.578933,e 580-640,e 580-640
15359,2.0,2.0,15360,3.0,1,7,4,31,3.8,-0.75,69,Y,-0.87,F,7,F,95,1,4,-62,female,0,0,white,b white,NO,0,0,0,0,0,c Failed,5,711.578933,g 700+,g 700-760
15360,1.0,1.0,15361,2.0,1,7,2,27,3.3,-1.17,53,Y,-1.43,F,7,F,94,1,4,-46,female,0,0,white,b white,NO,0,0,0,0,0,c Failed,2,598.421041,e 580-640,e 580-640
15361,5.0,4.0,15362,5.0,1,7,3,36,2.6,-0.17,63,Y,-0.54,P,7,P,94,1,4,-56,female,0,0,white,b white,NO,0,0,0,0,1,a Passed 1st time,3,670.526298,f 640-700,f 640-700
15362,9.0,8.0,15363,9.0,2,7,1,45,3,1.03,65,Y,0.82,P,7,P,94,1,4,-58,male,0,1,white,b white,NO,0,0,0,0,1,a Passed 1st time,4,852.6315549999999,g 700+,i 820+
15363,4.0,7.0,15364,4.0,1,7,3,28.5,3.1,-0.39,69,Y,0.41,P,7,P,94,1,5,-62,female,0,0,white,b white,NO,0,0,0,0,1,a Passed 1st time,3,602.1052505,e 580-640,e 580-640
15364,6.0,3.0,15365,6.0,2,7,3,35.5,2.9,0.06,64,Y,-0.83,P,7,P,94,1,3,-57,male,0,1,white,b white,NO,0,0,0,0,1,a Passed 1st time,3,692.6315615,f 640-700,f 640-700
15365,,,15366,,1,2,5,36,3.4, ,67,Y, ,P,7,P,94,1,4,-60,female,0,0,asian,c other,NO,0,1,0,0,1,a Passed 1st time,6,750.526298,g 700+,g 700-760
15366,5.0,7.0,15367,5.0,1,7,3,36,3.2,-0.15,69,Y,0.43,P,7,P,94,1,4,-62,female,0,0,white,b white,NO,0,0,0,0,1,a Passed 1st time,3,730.526298,g 700+,g 700-760
15367,8.0,8.0,15368,9.0,1,7,4,33,3.4,0.87,68,Y,0.79,P,7,P,94,1,5,-61,female,0,0,white,b white,NO,0,0,0,0,1,a Passed 1st time,5,703.157879,g 700+,g 700-760
15368,6.0,6.0,15369,6.0,2,7,3,35,3.5,0.19,69,Y,0.15,P,7,P,94,1,4,-62,male,0,1,white,b white,NO,0,0,0,0,1,a Passed 1st time,3,744.736825,g 700+,g 700-760
15369,10.0,9.0,15370,10.0,1,7,1,35,3.2,1.6,68,Y,0.92,P,7,P,94,1,3,-61,female,0,0,white,b white,NO,0,0,0,0,1,a Passed 1st time,4,714.736825,g 700+,g 700-760
15370,2.0,2.0,15371,2.0,1,7,2,25,3.7,-1.02,69,Y,-1.01,P,7,P,94,1,3,-62,female,0,0,white,b white,NO,0,0,0,0,1,a Passed 1st time,2,606.842095,e 580-640,e 580-640
15371,9.0,8.0,15372,9.0,2,7,3,39,3.1,1.01,69,Y,0.76,P,7,P,94,1,4,-62,male,0,1,white,b white,NO,0,0,0,0,1,a Passed 1st time,3,767.894717,g 700+,h 760-820
15372,5.0,4.0,15373,5.0,2,7,3,37,3.7,-0.12,65,Y,-0.35,, ,, ,1,4, ,male,0,1,white,b white,NO,0,0,0,0, ,d Never took bar,3,796.315771,g 700+,h 760-820
15373,,,15374,1.0,2,7,3, ,2.6,-2.7,69,O, ,, ,, ,1,3, ,male,0,1,white,b white,YES,0,0,0,0, ,e non-Grad,3, ,a under 400,a under 400
15374,2.0,4.0,15375,2.0,1,7,2,26,2.9,-1.03,66,Y,-0.47,P,7,P,94,1,4,-59,female,0,0,white,b white,NO,0,0,0,0,1,a Passed 1st time,2,542.631568,d 520-580,d 520-580
15375,1.0,1.0,15376,1.0,1,7,3,23.5,2.8,-1.63,69,Y,-1.34,F,7,F,94,1,4,-62,female,0,0,white,b white,NO,0,0,0,0,0,c Failed,3,493.15788549999996,c 460-520,c 460-520
15376,6.0,6.0,15377,6.0,1,3,6,26,2.6,0.23,67,Y,0.15,P,7,P,94,1,4,-60,female,0,0,black,a black,NO,0,0,1,0,1,a Passed 1st time,1,512.631568,c 460-520,c 460-520
15377,7.0,6.0,15378,7.0,2,7,3,44,3,0.31,62,Y,0.1,P,7,P,94,1,3,-55,male,0,1,white,b white,NO,0,0,0,0,1,a Passed 1st time,3,836.842082,g 700+,i 820+
15378,10.0,10.0,15379,10.0,1,7,3,25.5,3.1,1.49,63,Y,1.84,P,2,P,94,1,3,-61,female,0,0,white,b white,NO,0,0,0,0,1,a Passed 1st time,3,554.7368315,d 520-580,d 520-580
15379,6.0,6.0,15380,6.0,2,7,3,44,3,0.12,63,Y,0.02,P,7,P,94,1,3,-56,male,0,1,white,b white,NO,0,0,0,0,1,a Passed 1st time,3,836.842082,g 700+,i 820+
15380,1.0,1.0,15381,1.0,2,7,2,35,2.7,-1.36,64,Y,-1.6,, ,, ,1,4, ,male,0,1,white,b white,NO,0,0,0,0, ,d Never took bar,2,664.736825,f 640-700,f 640-700
15381,10.0,10.0,15382,10.0,1,7,2,36,3.2,1.34,68,Y,1.37,P,7,P,94,1,3,-61,female,0,0,white,b white,NO,0,0,0,0,1,a Passed 1st time,2,730.526298,g 700+,g 700-760
15382,2.0,3.0,15383,3.0,1,7,3,29,2.8,-0.78,65,Y,-0.77,P,7,P,94,1,2,-58,female,0,0,white,b white,NO,0,0,0,0,1,a Passed 1st time,3,579.9999869999999,d 520-580,d 520-580
15383,5.0,6.0,15384,5.0,2,7,3,32,3.4,-0.14,67,Y,-0.01,P,7,P,95,2,4,-60,male,1,1,white,b white,NO,0,0,0,0,1,a Passed 1st time,3,687.3684059999999,f 640-700,f 640-700
15384,6.0,5.0,15385,6.0,1,7,3,38.5,3.5,0.06,68,Y,-0.07,P,2,P,94,1,4,-66,female,0,0,white,b white,NO,0,0,0,0,1,a Passed 1st time,3,799.9999805,g 700+,h 760-820
15385,2.0,2.0,15386,3.0,2,7,1,47,3.2,-0.77,50,Y,-1.12,P,2,P,95,2,4,-48,male,1,1,white,b white,NO,0,0,0,0,1,a Passed 1st time,4,904.210501,g 700+,i 820+
15386,7.0,7.0,15387,7.0,1,7,1,34,3.9,0.55,55,Y,0.4,P,7,P,95,2,3,-48,female,1,0,white,b white,NO,0,0,0,0,1,a Passed 1st time,4,768.9473519999999,g 700+,h 760-820
15387,,,15388,1.0,2,5,3,26,2.5,-2.37,67,O, ,, ,, ,1,3, ,male,0,1,hisp,c other,YES,0,0,0,0, ,e non-Grad,3,502.631568,c 460-520,c 460-520
15388,10.0,10.0,15389,10.0,1,7,4,33,3.5,1.29,69,Y,1.46,P,7,P,94,1,3,-62,female,0,0,white,b white,NO,0,0,0,0,1,a Passed 1st time,5,713.157879,g 700+,g 700-760
15389,8.0,6.0,15390,8.0,2,7,2,37,3.4,0.58,69,Y,-0.03,F,7,P,95,1,4,-62,male,0,1,white,b white,NO,0,0,0,0,1,b Passed 2nd time,2,766.3157709999999,g 700+,h 760-820
15390,4.0,3.0,15391,5.0,2,3,1,33,2.3,-0.22,69,Y,-0.74,P,7,P,94,1,4,-62,male,0,1,black,a black,NO,0,0,1,0,1,a Passed 1st time,4,593.157879,e 580-640,e 580-640
15391,2.0,3.0,15392,2.0,1,3,3,28,3.1,-0.92,69,Y,-0.8,P,7,P,94,1,3,-62,female,0,0,black,a black,NO,0,0,1,0,1,a Passed 1st time,3,594.210514,e 580-640,e 580-640
15392,3.0,4.0,15393,4.0,2,7,2,33,3.1,-0.49,69,Y,-0.34,P,7,P,94,1,2,-62,male,0,1,white,b white,NO,0,0,0,0,1,a Passed 1st time,2,673.157879,f 640-700,f 640-700
15393,1.0,1.0,15394,2.0,1,7,3,34,3.1,-1.27,69,Y,-1.48,P,7,P,94,1,3,-62,female,0,0,white,b white,NO,0,0,0,0,1,a Passed 1st time,3,688.947352,f 640-700,f 640-700
15394,5.0,8.0,15395,5.0,2,7,1,42,3.6,-0.01,67,Y,0.59,P,7,P,94,1,3,-60,male,0,1,white,b white,NO,0,0,0,0,1,a Passed 1st time,4,865.263136,g 700+,i 820+
15395,3.0,5.0,15396,3.0,1,2,5,44,3.5,-0.58,66,Y,-0.14,P,7,P,94,1,4,-59,female,0,0,asian,c other,NO,0,1,0,0,1,a Passed 1st time,6,886.842082,g 700+,i 820+
15396,9.0,9.0,15397,9.0,1,7,3,43,3,0.89,51,Y,1.03,P,7,P,93,1,3,-44,female,0,0,white,b white,NO,0,0,0,0,1,a Passed 1st time,3,821.052609,g 700+,i 820+
15397,1.0,1.0,15398,1.0,2,7,3,35,3,-2.48,64,Y,-1.96,P,2,P,95,1,4,-62,male,0,1,white,b white,NO,0,0,0,0,1,a Passed 1st time,3,694.736825,f 640-700,f 640-700
15398,2.0,5.0,15399,3.0,1,7,3,42,3.5,-0.71,63,Y,-0.05,, ,, ,1,3, ,female,0,0,white,b white,NO,0,0,0,0, ,d Never took bar,3,855.263136,g 700+,i 820+
15399,7.0,7.0,15400,7.0,1,7,4,35.5,2.9,0.28,67,Y,0.37,P,7,P,94,1,3,-60,female,0,0,white,b white,NO,0,0,0,0,1,a Passed 1st time,5,692.6315615,f 640-700,f 640-700
15400,1.0,2.0,15401,2.0,2,7,3,32,3.3,-1.13,68,Y,-1.07,P,7,P,94,1,3,-61,male,0,1,white,b white,NO,0,0,0,0,1,a Passed 1st time,3,677.3684059999999,f 640-700,f 640-700
15401,4.0,4.0,15402,4.0,2,7,3,21.5,3.2,-0.27,69,Y,-0.51,P,7,P,94,1,4,-62,male,0,1,white,b white,NO,0,0,0,0,1,a Passed 1st time,3,501.5789395,c 460-520,c 460-520
15402,,,15403,,2,7,3,40, , ,54,Y, ,F,7,F,95,1,2,-47,male,0,1,white,b white,NO,0,0,0,0,0,c Failed,3, ,a under 400,a under 400
15403,4.0,4.0,15404,4.0,2,7,1,42,3.2,-0.28,68,Y,-0.48,P,6,P,94,1,3,-62,male,0,1,white,b white,NO,0,0,0,0,1,a Passed 1st time,4,825.263136,g 700+,i 820+
15404,6.0,5.0,15405,6.0,1,7,3,39,3.6,0.06,67,Y,-0.1,P,7,P,94,1,4,-60,female,0,0,white,b white,NO,0,0,0,0,1,a Passed 1st time,3,817.894717,g 700+,h 760-820
15405,7.0,4.0,15406,7.0,2,7,3,34,2.4,0.46,61,Y,-0.3,F,7,F,94,1,4,-54,male,0,1,white,b white,NO,0,0,0,0,0,c Failed,3,618.9473519999999,e 580-640,e 580-640
15406,9.0,10.0,15407,9.0,1,7,4,37,3.3,1.11,68,Y,1.31,P,2,P,96,2,4,-66,female,1,0,white,b white,NO,0,0,0,0,1,a Passed 1st time,5,756.3157709999999,g 700+,g 700-760
15407,1.0,3.0,15408,2.0,2,4,3,33,3.1,-1.23,69,Y,-0.8,P,7,P,94,1,4,-62,male,0,1,hisp,c other,NO,0,0,0,0,1,a Passed 1st time,3,673.157879,f 640-700,f 640-700
15408,,,15409,,1,7,3,39,3.3, , ,O, ,, ,, ,1,4, ,female,0,0,white,b white,YES,0,0,0,0, ,e non-Grad,3,787.8947169999999,g 700+,h 760-820
15409,4.0,2.0,15410,5.0,2,7,3,23.5,3.2,-0.19,69,Y,-1.02,P,7,P,94,1,3,-62,male,0,1,white,b white,NO,0,0,0,0,1,a Passed 1st time,3,533.1578855,d 520-580,d 520-580
15410,8.0,7.0,15411,8.0,2,7,1,35,3.1,0.72,68,Y,0.51,P,7,P,94,1,3,-61,male,0,1,white,b white,NO,0,0,0,0,1,a Passed 1st time,4,704.736825,g 700+,g 700-760
15411,2.0,1.0,15412,2.0,1,2,4,28,2.9,-0.98,68,Y,-1.32,P,7,P,94,1,2,-61,female,0,0,asian,c other,NO,0,1,0,0,1,a Passed 1st time,5,574.210514,d 520-580,d 520-580
15412,8.0,7.0,15413,8.0,2,7,5,45,3.5,0.9,70,Y,0.48,P,7,P,94,1,4,-63,male,0,1,white,b white,NO,0,0,0,0,1,a Passed 1st time,6,902.6315549999999,g 700+,i 820+
15413,9.0,10.0,15414,9.0,2,7,2,37,2.6,1.16,66,Y,1.4,P,7,P,94,1,4,-59,male,0,1,white,b white,NO,0,0,0,0,1,a Passed 1st time,2,686.315771,f 640-700,f 640-700
15414,9.0,9.0,15415,9.0,2,7,3,39,3.3,0.96,64,Y,1.24,P,7,P,94,1,4,-57,male,0,1,white,b white,NO,0,0,0,0,1,a Passed 1st time,3,787.8947169999999,g 700+,h 760-820
15415,1.0,1.0,15416,2.0,1,5,3,29.5,2,-1.13,64,Y,-1.36,F,7,F,94,2,4,-57,female,1,0,hisp,c other,NO,0,0,0,0,0,c Failed,3,507.8947235,c 460-520,c 460-520
15416,8.0,7.0,15417,8.0,2,7,3,45,3.9,0.71,63,Y,0.36,P,7,P,94,1,3,-56,male,0,1,white,b white,NO,0,0,0,0,1,a Passed 1st time,3,942.6315549999999,g 700+,i 820+
15417,,,15418,1.0,2,1,1,18,2.5,-2.7,46,O, ,, ,, ,1,1, ,male,0,1,other,c other,YES,1,0,0,1, ,e non-Grad,4,376.315784,a under 400,a under 400
15418,1.0,1.0,15419,2.0,2,7,1,36,3,-1.27,61,Y,-1.48,P,7,P,94,1,2,-54,male,0,1,white,b white,NO,0,0,0,0,1,a Passed 1st time,4,710.526298,g 700+,g 700-760
15419,1.0,1.0,15420,1.0,2,3,2,23,3.1,-1.74,55,Y,-1.26,F,7,P,95,1,3,-48,male,0,1,black,a black,NO,0,0,1,0,1,b Passed 2nd time,2,515.263149,c 460-520,c 460-520
15420,10.0,10.0,15421,10.0,2,7,5,38,3.1,2.38,66,Y,1.26,P,7,P,94,1,5,-59,male,0,1,white,b white,NO,0,0,0,0,1,a Passed 1st time,6,752.105244,g 700+,g 700-760
15421,,,15422,3.0,2,6,1,33,2.8,-0.67,67,O, ,, ,, ,1,3, ,male,0,1,hisp,c other,YES,0,0,0,0, ,e non-Grad,4,643.157879,f 640-700,f 640-700
15422,6.0,7.0,15423,6.0,2,7,4,43,3.2,0.17,68,Y,0.34,P,7,P,94, ,4,-61,male, ,1,white,b white,NO,0,0,0,0,1,a Passed 1st time,5,841.052609,g 700+,i 820+
15423,2.0,2.0,15424,2.0,2,7,3,40,2.3,-1.07,66,Y,-0.98,P,7,P,94,1,4,-59,male,0,1,white,b white,NO,0,0,0,0,1,a Passed 1st time,3,703.68419,g 700+,g 700-760
15424,5.0,3.0,15425,5.0,1,7,1,36,2.9,-0.09,69,Y,-0.77,P,7,P,94,1,4,-62,female,0,0,white,b white,NO,0,0,0,0,1,a Passed 1st time,4,700.526298,g 700+,g 700-760
15425,10.0,10.0,15426,10.0,2,7,4,41.5,3.2,1.54,65,Y,1.48,P,7,P,94,1,4,-58,male,0,1,white,b white,NO,0,0,0,0,1,a Passed 1st time,5,817.3683995,g 700+,h 760-820
15426,6.0,8.0,15427,6.0,2,7,1,46,3.2,0.23,65,Y,0.67,P,7,P,94,1,3,-58,male,0,1,white,b white,NO,0,0,0,0,1,a Passed 1st time,4,888.421028,g 700+,i 820+
15427,9.0,9.0,15428,9.0,2,7,1,46,3.7,1.12,69,Y,0.95,P,7,P,94,1,4,-62,male,0,1,white,b white,NO,0,0,0,0,1,a Passed 1st time,4,938.421028,g 700+,i 820+
15428,9.0,8.0,15429,9.0,2,7,3,41,3,1.13,68,Y,0.63,P,7,P,94,1,2,-61,male,0,1,white,b white,NO,0,0,0,0,1,a Passed 1st time,3,789.473663,g 700+,h 760-820
15429,3.0,5.0,15430,3.0,2,7,3,33,2.4,-0.63,53,Y,-0.11,P,7,P,94,1,2,-46,male,0,1,white,b white,NO,0,0,0,0,1,a Passed 1st time,3,603.157879,e 580-640,e 580-640
15430,6.0,5.0,15431,7.0,1,7,3,34,3.2,0.31,69,Y,-0.04,P,7,P,94,1,3,-62,female,0,0,white,b white,NO,0,0,0,0,1,a Passed 1st time,3,698.947352,f 640-700,f 640-700
15431,,,15432,1.0,1,7,3,32,3.4,-2.23,68,O, ,, ,, ,1,4, ,female,0,0,white,b white,YES,0,0,0,0, ,e non-Grad,3,687.3684059999999,f 640-700,f 640-700
15432,,,15433,4.0,1,7,5,41,3.7,-0.37,70,Y, ,P,7,P,94,1,4,-63,female,0,0,white,b white,NO,0,0,0,0,1,a Passed 1st time,6,859.473663,g 700+,i 820+
15433,1.0,1.0,15434,2.0,1,3,1,32,2.5,-1.15,63,Y,-1.92,F,7,P,95,1,3,-56,female,0,0,black,a black,NO,0,0,1,0,1,b Passed 2nd time,4,597.368406,e 580-640,e 580-640
15434,6.0,6.0,15435,6.0,2,7,4,43,3.3,0.19,68,Y,0.04,P,7,P,94,1,4,-61,male,0,1,white,b white,NO,0,0,0,0,1,a Passed 1st time,5,851.052609,g 700+,i 820+
15435,1.0,1.0,15436,1.0,2,4,1,30.5,3,-1.99,60,Y,-1.65,F,2,F,96,1,2,-58,male,0,1,hisp,c other,NO,0,0,0,0,0,c Failed,4,623.6841965,e 580-640,e 580-640
15436,1.0,1.0,15437,1.0,1,8,3,15.5,2.9,-1.3,67,Y,-1.62,F,7,F,94,1,3,-60,female,0,0,other,c other,NO,1,0,0,0,0,c Failed,3,376.8421015,a under 400,a under 400
15437,,,15438,,2,7,1,38,3.5, ,68,O, ,, ,, ,1,4, ,male,0,1,white,b white,YES,0,0,0,0, ,e non-Grad,4,792.105244,g 700+,h 760-820
15438,6.0,7.0,15439,6.0,1,7,2,31,3.3,0.18,69,Y,0.25,P,7,P,94,1,3,-62,female,0,0,white,b white,NO,0,0,0,0,1,a Passed 1st time,2,661.578933,f 640-700,f 640-700
15439,,,15440,,1,7,1,39,3.7, ,52,Y, ,F,7,F,94,1,4,-45,female,0,0,white,b white,NO,0,0,0,0,0,c Failed,4,827.894717,g 700+,i 820+
15440,2.0,3.0,15441,3.0,1,7,2,37,2.9,-0.8,69,Y,-0.85,P,7,P,94,1,3,-62,female,0,0,white,b white,NO,0,0,0,0,1,a Passed 1st time,2,716.3157709999999,g 700+,g 700-760
15441,8.0,7.0,15442,8.0,2,7,3,35,2.9,0.8,66,Y,0.5,P,7,P,94,1,4,-59,male,0,1,white,b white,NO,0,0,0,0,1,a Passed 1st time,3,684.736825,f 640-700,f 640-700
15442,,,15443,,1,7,1,35,3.1, ,69,Y, ,P,7,P,94,1,3,-62,female,0,0,white,b white,NO,0,0,0,0,1,a Passed 1st time,4,704.736825,g 700+,g 700-760
15443,6.0,5.0,15444,6.0,1,7,1,41,3,0.22,67,Y,-0.02,P,7,P,94,1,4,-60,female,0,0,white,b white,NO,0,0,0,0,1,a Passed 1st time,4,789.473663,g 700+,h 760-820
15444,4.0,6.0,15445,5.0,1,7,2,28.5,2.9,-0.28,62,Y,-0.02,F,7,F,94,1,2,-55,female,0,0,white,b white,NO,0,0,0,0,0,c Failed,2,582.1052505,e 580-640,e 580-640
15445,,,15446,1.0,2,7,4,30,3.4,-1.97,69,O, ,, ,, ,1,4, ,male,0,1,white,b white,YES,0,0,0,0, ,e non-Grad,5,655.78946,f 640-700,f 640-700
15446,9.0,9.0,15447,9.0,1,2,3,47,3.3,1.18,68,Y,1.12,P,7,P,94,1,3,-61,female,0,0,asian,c other,NO,0,1,0,0,1,a Passed 1st time,3,914.210501,g 700+,i 820+
15447,3.0,2.0,15448,4.0,2,7,3,32.5,2.5,-0.47,49,Y,-1.31,P,2,P,96,2,4,-47,male,1,1,white,b white,NO,0,0,0,0,1,a Passed 1st time,3,605.2631425,e 580-640,e 580-640
15448,7.0,7.0,15449,7.0,2,7,3,42,3.7,0.46,69,Y,0.32,P,7,P,94,1,4,-62,male,0,1,white,b white,NO,0,0,0,0,1,a Passed 1st time,3,875.263136,g 700+,i 820+
15449,8.0,7.0,15450,8.0,2,7,1,43,3.9,0.66,70,Y,0.55,P,7,P,94,1,4,-63,male,0,1,white,b white,NO,0,0,0,0,1,a Passed 1st time,4,911.052609,g 700+,i 820+
15450,1.0,1.0,15451,1.0,1,6,5,39,3.3,-1.53,68,Y,-2.97,F,7,P,95,1,2,-61,female,0,0,hisp,c other,NO,0,0,0,0,1,b Passed 2nd time,6,787.8947169999999,g 700+,h 760-820
15451,4.0,6.0,15452,4.0,2,7,1,43,3.3,-0.34,69,Y,0.13,P,7,P,94,1,4,-62,male,0,1,white,b white,NO,0,0,0,0,1,a Passed 1st time,4,851.052609,g 700+,i 820+
15452,5.0,3.0,15453,5.0,1,7,1,36,3.9,-0.08,69,Y,-0.69,P,7,P,94,1,3,-62,female,0,0,white,b white,NO,0,0,0,0,1,a Passed 1st time,4,800.526298,g 700+,h 760-820
15453,9.0,8.0,15454,9.0,2,7,1,43,3.9,1.06,69,Y,0.57,P,7,P,94,1,3,-62,male,0,1,white,b white,NO,0,0,0,0,1,a Passed 1st time,4,911.052609,g 700+,i 820+
15454,9.0,9.0,15455,9.0,2,7,2,32,3.2,0.9,69,Y,1.08,P,7,P,94,1,3,-62,male,0,1,white,b white,NO,0,0,0,0,1,a Passed 1st time,2,667.368406,f 640-700,f 640-700
15455,6.0,7.0,15456,7.0,2,7,3,33,2.2,0.27,66,Y,0.28,, ,, ,1,3, ,male,0,1,white,b white,NO,0,0,0,0, ,d Never took bar,3,583.157879,e 580-640,e 580-640
15456,,,15457,,2,7,3,32,3.8, ,58,O, ,, ,, ,1,1, ,male,0,1,white,b white,YES,0,0,0,0, ,e non-Grad,3,727.3684059999999,g 700+,g 700-760
15457,5.0,5.0,15458,6.0,2,7,3,36,3.3,0.01,59,Y,-0.13,P,7,P,94,1,2,-52,male,0,1,white,b white,NO,0,0,0,0,1,a Passed 1st time,3,740.526298,g 700+,g 700-760
15458,1.0,1.0,15459,1.0,1,3,1,27,2.8,-2.01,69,Y,-1.99,P,2,P,95,1,4,-67,female,0,0,black,a black,NO,0,0,1,0,1,a Passed 1st time,4,548.421041,d 520-580,d 520-580
15459,4.0,6.0,15460,4.0,1,7,2,34,2.8,-0.36,69,Y,0.16,P,7,P,94,1,3,-62,female,0,0,white,b white,NO,0,0,0,0,1,a Passed 1st time,2,658.9473519999999,f 640-700,f 640-700
15460,6.0,6.0,15461,6.0,2,7,3,36,2.6,0.15,68,Y,0.14,P,7,P,94,1,4,-61,male,0,1,white,b white,NO,0,0,0,0,1,a Passed 1st time,3,670.526298,f 640-700,f 640-700
15461,7.0,5.0,15462,7.0,1,7,4,41,3.9,0.35,70,Y,-0.23,P,7,P,94,1,4,-63,female,0,0,white,b white,NO,0,0,0,0,1,a Passed 1st time,5,879.473663,g 700+,i 820+
15462,4.0,3.0,15463,4.0,1,7,3,34,3.1,-0.41,65,Y,-0.63,P,7,P,94,1,3,-58,female,0,0,white,b white,NO,0,0,0,0,1,a Passed 1st time,3,688.947352,f 640-700,f 640-700
