,Unnamed: 0,population,householdsize,racepctblack,racePctWhite,racePctAsian,racePctHisp,agePct12t21,agePct12t29,agePct16t24,agePct65up,numbUrban,pctUrban,medIncome,pctWWage,pctWFarmSelf,pctWInvInc,pctWSocSec,pctWPubAsst,pctWRetire,medFamInc,perCapInc,whitePerCap,blackPerCap,indianPerCap,AsianPerCap,OtherPerCap,HispPerCap,NumUnderPov,PctPopUnderPov,PctLess9thGrade,PctNotHSGrad,PctBSorMore,PctUnemployed,PctEmploy,PctEmplManu,PctEmplProfServ,PctOccupManu,PctOccupMgmtProf,MalePctDivorce,MalePctNevMarr,FemalePctDiv,TotalPctDiv,PersPerFam,PctFam2Par,PctKids2Par,PctYoungKids2Par,PctTeen2Par,PctWorkMomYoungKids,PctWorkMom,NumIlleg,PctIlleg,NumImmig,PctImmigRecent,PctImmigRec5,PctImmigRec8,PctImmigRec10,PctRecentImmig,PctRecImmig5,PctRecImmig8,PctRecImmig10,PctSpeakEnglOnly,PctNotSpeakEnglWell,PctLargHouseFam,PctLargHouseOccup,PersPerOccupHous,PersPerOwnOccHous,PersPerRentOccHous,PctPersOwnOccup,PctPersDenseHous,PctHousLess3BR,MedNumBR,HousVacant,PctHousOccup,PctHousOwnOcc,PctVacantBoarded,PctVacMore6Mos,MedYrHousBuilt,PctHousNoPhone,PctWOFullPlumb,OwnOccLowQuart,OwnOccMedVal,OwnOccHiQuart,RentLowQ,RentMedian,RentHighQ,MedRent,MedRentPctHousInc,MedOwnCostPctInc,MedOwnCostPctIncNoMtg,NumInShelters,NumStreet,PctForeignBorn,PctBornSameState,PctSameHouse85,PctSameCity85,PctSameState85,LemasSwornFT,LemasSwFTPerPop,LemasSwFTFieldOps,LemasSwFTFieldPerPop,LemasTotalReq,LemasTotReqPerPop,PolicReqPerOffic,PolicPerPop,RacialMatchCommPol,PctPolicWhite,PctPolicBlack,PctPolicHisp,PctPolicAsian,PctPolicMinor,OfficAssgnDrugUnits,NumKindsDrugsSeiz,PolicAveOTWorked,LandArea,PopDens,PctUsePubTrans,PolicCars,PolicOperBudg,LemasPctPolicOnPatr,LemasGangUnitDeploy,LemasPctOfficDrugUn,PolicBudgPerPop,ViolentCrimesPerPop,Y,attr
928,928,0.02,0.27,0.13,0.89,0.02,0.01,0.5,0.46,0.43,0.75,0.0,0.0,0.11,0.14,0.17,0.46,0.8,0.47,0.87,0.19,0.19,0.19,0.16,0.07,0.1,0.03,0.27,0.04,0.58,0.36,0.44,0.25,0.95,0.1,0.27,0.52,0.39,0.4,0.52,0.44,0.44,0.49,0.31,0.52,0.54,0.49,0.52,0.32,0.35,0.01,0.31,0.0,0.47,0.41,0.33,0.37,0.06,0.04,0.03,0.03,0.95,0.03,0.11,0.1,0.25,0.27,0.24,0.59,0.04,0.55,0.0,0.07,0.46,0.58,0.38,0.87,0.13,0.5,0.2,0.05,0.05,0.06,0.08,0.11,0.12,0.13,0.7,0.22,0.42,0.02,0.0,0.05,0.84,0.69,0.74,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.22,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1
929,929,0.04,0.53,0.1,0.64,0.84,0.25,0.34,0.44,0.25,0.22,0.06,1.0,0.59,0.78,0.17,0.53,0.27,0.24,0.38,0.56,0.46,0.48,0.38,0.3,0.36,0.45,0.53,0.01,0.11,0.11,0.21,0.36,0.16,0.75,0.14,0.37,0.26,0.44,0.49,0.45,0.56,0.55,0.57,0.69,0.67,0.79,0.66,0.58,0.7,0.01,0.19,0.04,0.2,0.22,0.33,0.39,0.2,0.2,0.27,0.29,0.67,0.12,0.34,0.32,0.58,0.63,0.47,0.63,0.29,0.39,0.5,0.02,0.91,0.6,0.1,0.19,0.5,0.05,0.15,0.74,0.72,0.67,0.82,0.76,0.91,0.8,0.6,0.71,0.22,0.0,0.0,0.43,0.59,0.6,0.61,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.25,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1
930,930,0.01,0.68,0.01,0.98,0.04,0.01,0.71,0.6,0.62,0.39,0.03,0.83,0.51,0.62,0.08,0.63,0.51,0.18,0.47,0.52,0.35,0.34,0.22,0.0,0.23,0.14,0.28,0.01,0.1,0.23,0.32,0.4,0.27,0.53,0.4,0.63,0.3,0.49,0.21,0.61,0.22,0.22,0.5,0.84,0.83,0.92,0.81,0.47,0.58,0.0,0.05,0.0,0.1,0.1,0.14,0.14,0.02,0.02,0.03,0.02,0.92,0.03,0.15,0.16,0.51,0.57,0.18,0.85,0.04,0.4,0.5,0.01,0.92,0.79,0.04,0.56,0.56,0.04,0.2,0.35,0.35,0.35,0.28,0.37,0.49,0.37,0.53,0.51,0.32,0.0,0.0,0.1,0.71,0.67,0.73,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.06,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1
931,931,0.02,0.52,0.2,0.5,0.21,0.58,0.47,0.58,0.38,0.28,0.0,0.0,0.27,0.61,0.07,0.26,0.31,0.62,0.57,0.26,0.23,0.26,0.29,0.11,0.26,0.27,0.31,0.03,0.37,0.3,0.42,0.15,0.61,0.43,0.04,0.25,0.4,0.3,0.68,0.37,0.7,0.71,0.59,0.49,0.45,0.48,0.46,0.2,0.31,0.01,0.26,0.01,0.54,0.49,0.51,0.56,0.28,0.23,0.22,0.22,0.64,0.19,0.44,0.4,0.56,0.54,0.59,0.4,0.45,0.56,0.0,0.04,0.58,0.42,0.2,0.25,0.56,0.6,0.51,0.16,0.14,0.13,0.32,0.33,0.37,0.34,0.55,0.36,0.19,0.02,0.02,0.22,0.42,0.37,0.52,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.08,0.07,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1
932,932,0.03,0.32,0.01,0.89,0.31,0.09,0.28,0.37,0.2,0.38,0.04,1.0,0.76,0.68,0.36,0.76,0.32,0.12,0.39,0.82,0.98,0.96,0.46,0.18,0.78,0.68,0.99,0.01,0.11,0.07,0.08,0.79,0.12,0.68,0.52,0.53,0.1,0.86,0.62,0.44,0.66,0.67,0.32,0.68,0.72,0.72,0.65,0.39,0.42,0.01,0.1,0.02,0.31,0.32,0.34,0.37,0.24,0.22,0.21,0.21,0.8,0.06,0.13,0.12,0.33,0.4,0.23,0.62,0.09,0.45,0.5,0.03,0.83,0.57,0.36,0.34,0.52,0.03,0.05,1.0,1.0,1.0,0.82,0.82,0.99,0.81,0.54,0.7,0.18,0.0,0.0,0.32,0.47,0.49,0.72,0.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.22,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1
933,933,0.02,0.65,0.12,0.82,0.25,0.08,0.36,0.42,0.26,0.41,0.03,1.0,0.65,0.77,0.23,0.68,0.45,0.1,0.51,0.59,0.44,0.43,0.47,0.48,0.31,0.41,0.56,0.0,0.06,0.25,0.32,0.29,0.25,0.65,0.46,0.3,0.32,0.41,0.18,0.4,0.21,0.2,0.62,0.85,0.82,0.94,0.84,0.61,0.56,0.0,0.08,0.01,0.18,0.21,0.33,0.38,0.14,0.13,0.19,0.21,0.77,0.09,0.29,0.32,0.7,0.68,0.6,0.93,0.06,0.13,0.5,0.0,0.97,0.93,0.26,0.6,0.38,0.03,0.11,0.44,0.41,0.37,0.64,0.68,0.84,0.67,0.51,0.61,0.61,0.0,0.0,0.31,0.69,0.88,0.79,0.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.2,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1
934,934,0.01,0.27,0.02,0.96,0.08,0.02,0.31,0.52,0.29,0.29,0.02,1.0,0.38,0.76,0.39,0.75,0.31,0.19,0.34,0.45,0.42,0.41,0.23,0.09,0.18,0.0,0.34,0.01,0.14,0.12,0.1,0.69,0.06,0.83,0.2,0.71,0.18,0.65,0.46,0.45,0.53,0.52,0.37,0.64,0.73,0.87,0.53,0.64,0.88,0.0,0.11,0.0,0.53,0.59,0.54,0.56,0.11,0.11,0.09,0.08,0.92,0.05,0.07,0.07,0.3,0.47,0.2,0.43,0.06,0.55,0.0,0.01,0.89,0.36,0.04,0.3,0.67,0.07,0.02,0.22,0.2,0.21,0.44,0.4,0.39,0.37,0.37,0.47,0.44,0.0,0.0,0.08,0.69,0.4,0.61,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.17,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1
935,935,0.02,0.56,0.02,0.96,0.12,0.02,0.54,0.49,0.42,0.38,0.03,0.75,0.66,0.62,0.24,0.65,0.43,0.13,0.47,0.7,0.61,0.58,0.6,0.13,1.0,0.24,0.57,0.0,0.06,0.13,0.15,0.66,0.24,0.56,0.5,0.58,0.15,0.72,0.23,0.49,0.27,0.26,0.56,0.82,0.86,0.84,0.78,0.36,0.47,0.0,0.09,0.01,0.16,0.2,0.34,0.44,0.07,0.08,0.12,0.14,0.85,0.08,0.22,0.22,0.52,0.63,0.27,0.7,0.03,0.38,0.5,0.02,0.84,0.62,0.04,0.42,0.58,0.02,0.04,0.56,0.62,0.69,0.49,0.64,0.81,0.67,0.44,0.56,0.57,0.0,0.0,0.18,0.75,0.65,0.63,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.07,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1
936,936,0.02,0.49,0.05,0.77,0.14,0.37,0.36,0.44,0.27,0.31,0.04,1.0,0.44,0.74,0.28,0.53,0.34,0.09,0.42,0.41,0.41,0.45,0.23,0.17,0.28,0.24,0.26,0.01,0.17,0.3,0.34,0.4,0.32,0.68,0.42,0.18,0.32,0.44,0.43,0.35,0.59,0.54,0.49,0.71,0.67,0.77,0.68,0.71,0.74,0.01,0.14,0.02,0.44,0.53,0.67,0.77,0.42,0.44,0.51,0.53,0.64,0.38,0.36,0.36,0.54,0.42,0.77,0.57,0.34,0.25,0.5,0.02,0.83,0.64,0.38,0.37,0.52,0.25,0.16,0.18,0.18,0.2,0.4,0.43,0.51,0.46,0.4,0.22,0.39,0.0,0.0,0.4,0.49,0.61,0.68,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.17,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1
937,937,0.0,0.57,0.05,0.91,0.19,0.02,0.28,0.41,0.27,0.42,0.02,0.95,0.76,0.7,0.56,0.84,0.4,0.16,0.55,0.74,0.67,0.66,0.52,0.24,0.38,0.26,0.63,0.0,0.03,0.06,0.09,0.7,0.11,0.64,0.47,0.73,0.11,0.74,0.31,0.49,0.28,0.3,0.49,0.85,0.88,0.88,0.7,0.66,0.67,0.0,0.03,0.01,0.2,0.19,0.33,0.36,0.11,0.09,0.15,0.15,0.88,0.03,0.17,0.17,0.49,0.58,0.26,0.73,0.03,0.26,0.5,0.0,0.92,0.67,0.06,0.49,0.46,0.01,0.45,0.62,0.61,0.58,0.64,0.72,0.94,0.77,0.49,0.24,0.35,0.0,0.0,0.24,0.59,0.74,0.69,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.08,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1
938,938,0.03,0.43,0.0,0.92,0.1,0.12,0.46,0.45,0.28,0.5,0.0,0.0,0.19,0.47,0.68,0.42,0.57,0.31,0.42,0.23,0.21,0.21,0.16,0.2,0.14,0.16,0.18,0.03,0.38,0.27,0.4,0.2,0.24,0.51,0.34,0.37,0.5,0.31,0.55,0.28,0.59,0.6,0.48,0.64,0.68,0.67,0.52,0.68,0.63,0.01,0.1,0.01,0.4,0.51,0.54,0.67,0.08,0.09,0.09,0.1,0.87,0.09,0.3,0.27,0.43,0.45,0.41,0.56,0.16,0.52,0.5,0.03,0.82,0.55,0.1,0.36,0.44,0.51,0.21,0.08,0.08,0.08,0.12,0.15,0.16,0.15,0.34,0.23,0.19,0.09,0.0,0.08,0.52,0.45,0.6,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.22,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1
939,939,0.0,0.52,0.01,0.98,0.04,0.01,0.38,0.5,0.24,0.21,0.02,1.0,0.41,0.77,0.22,0.52,0.28,0.14,0.36,0.38,0.37,0.36,0.87,0.0,0.27,0.66,0.42,0.0,0.1,0.14,0.31,0.34,0.21,0.68,0.41,0.38,0.34,0.47,0.38,0.24,0.44,0.43,0.49,0.76,0.77,0.87,0.69,0.48,0.51,0.0,0.1,0.0,0.46,0.44,0.66,0.63,0.05,0.04,0.05,0.05,0.96,0.01,0.13,0.15,0.55,0.57,0.49,0.67,0.06,0.23,0.5,0.02,0.69,0.66,0.0,0.26,0.69,0.07,0.0,0.16,0.14,0.16,0.4,0.39,0.42,0.42,0.26,0.44,0.12,0.0,0.0,0.04,0.74,0.43,0.67,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.11,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1
940,940,0.01,0.34,0.05,0.94,0.04,0.01,0.36,0.41,0.27,0.57,0.0,0.0,0.16,0.36,0.14,0.49,0.63,0.42,0.54,0.2,0.21,0.2,0.14,0.16,0.83,0.02,0.16,0.02,0.44,0.24,0.37,0.28,0.53,0.36,0.42,0.58,0.39,0.39,0.52,0.42,0.54,0.56,0.46,0.47,0.54,0.48,0.62,0.44,0.5,0.01,0.26,0.0,0.19,0.14,0.26,0.22,0.03,0.02,0.03,0.02,0.94,0.01,0.23,0.19,0.35,0.44,0.27,0.53,0.03,0.42,0.5,0.02,0.76,0.48,0.13,0.53,0.0,0.4,0.2,0.05,0.05,0.05,0.14,0.15,0.13,0.15,0.46,0.28,0.49,0.0,0.0,0.05,0.81,0.67,0.82,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.24,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1
941,941,0.01,0.49,0.04,0.77,0.03,0.4,0.5,0.58,0.39,0.27,0.0,0.0,0.28,0.71,0.36,0.35,0.33,0.17,0.3,0.31,0.25,0.28,0.2,0.24,0.14,0.18,0.24,0.02,0.36,0.37,0.45,0.2,0.25,0.56,0.4,0.35,0.4,0.29,0.62,0.34,0.6,0.63,0.56,0.63,0.61,0.56,0.55,0.26,0.38,0.01,0.13,0.01,0.32,0.39,0.38,0.5,0.11,0.12,0.11,0.13,0.7,0.21,0.32,0.3,0.53,0.57,0.5,0.42,0.35,0.59,0.0,0.05,0.46,0.41,0.1,0.74,0.73,0.56,0.26,0.09,0.09,0.08,0.25,0.23,0.24,0.25,0.32,0.29,0.43,0.0,0.0,0.15,0.68,0.46,0.57,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.09,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1
942,942,0.02,0.23,0.16,0.85,0.08,0.01,0.47,0.65,0.48,0.45,0.04,1.0,0.31,0.62,0.2,0.58,0.4,0.11,0.38,0.42,0.43,0.43,0.29,0.28,0.18,0.41,0.63,0.01,0.16,0.09,0.14,0.69,0.14,0.53,0.15,0.68,0.11,0.76,0.47,0.56,0.59,0.57,0.27,0.61,0.68,0.85,0.69,0.63,0.67,0.01,0.15,0.0,0.46,0.61,0.66,0.58,0.11,0.12,0.12,0.1,0.92,0.05,0.05,0.04,0.16,0.27,0.11,0.47,0.03,0.62,0.0,0.03,0.82,0.42,0.03,0.35,0.44,0.07,0.24,0.2,0.19,0.18,0.3,0.27,0.26,0.28,0.26,0.15,0.29,0.0,0.0,0.09,0.68,0.38,0.66,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.26,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1
943,943,0.02,0.52,0.11,0.86,0.19,0.04,0.33,0.36,0.26,0.42,0.03,0.94,1.0,0.73,0.35,0.88,0.38,0.08,0.46,1.0,1.0,1.0,0.58,0.77,0.5,0.21,0.78,0.0,0.06,0.13,0.13,0.87,0.11,0.63,0.3,0.57,0.1,0.9,0.24,0.38,0.21,0.23,0.44,0.9,0.89,0.96,0.77,0.32,0.33,0.0,0.04,0.01,0.38,0.44,0.41,0.43,0.28,0.29,0.24,0.23,0.81,0.07,0.17,0.19,0.49,0.55,0.22,0.83,0.02,0.19,0.5,0.01,0.87,0.77,0.05,0.49,0.5,0.01,0.05,0.75,0.82,0.83,0.91,0.83,0.98,0.86,0.4,0.46,0.42,0.03,0.0,0.31,0.45,0.67,0.61,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.11,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1
944,944,0.03,0.68,0.44,0.52,0.27,0.15,0.5,0.54,0.32,0.18,0.0,0.0,0.39,0.79,0.28,0.3,0.25,0.32,0.74,0.35,0.25,0.25,0.34,0.15,0.22,0.36,0.39,0.02,0.17,0.26,0.4,0.12,0.33,0.65,0.25,0.52,0.46,0.25,0.46,0.43,0.55,0.53,0.69,0.64,0.6,0.69,0.6,0.52,0.6,0.02,0.3,0.01,0.19,0.19,0.21,0.23,0.09,0.08,0.08,0.08,0.76,0.07,0.4,0.42,0.73,0.7,0.72,0.68,0.24,0.36,0.5,0.02,0.84,0.69,1.0,0.5,0.6,0.24,0.24,0.23,0.2,0.18,0.45,0.39,0.43,0.41,0.48,0.54,0.53,0.01,0.0,0.2,0.4,0.6,0.53,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.04,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,1
945,945,0.57,0.29,0.74,0.4,0.07,0.01,0.41,0.56,0.39,0.44,0.58,1.0,0.16,0.39,0.15,0.37,0.47,0.7,0.42,0.19,0.25,0.35,0.19,0.15,0.31,0.25,0.36,0.78,0.65,0.35,0.53,0.35,0.51,0.39,0.34,0.59,0.37,0.46,0.71,0.71,0.7,0.74,0.48,0.14,0.18,0.14,0.18,0.44,0.4,0.74,0.96,0.07,0.48,0.48,0.52,0.53,0.09,0.08,0.08,0.07,0.92,0.04,0.34,0.23,0.27,0.43,0.24,0.26,0.17,0.76,0.0,0.79,0.65,0.22,0.61,0.5,0.13,0.37,0.3,0.11,0.11,0.12,0.15,0.2,0.23,0.17,0.46,0.3,0.4,0.58,0.05,0.08,0.72,0.5,0.79,0.76,0.2,0.25,0.8,0.3,0.11,0.11,0.14,0.25,0.52,0.72,0.42,0.01,0.06,0.3,0.17,0.57,0.17,0.22,0.39,0.63,0.38,0.15,0.73,1.0,0.51,0.17,1.0,1,1
946,946,0.03,0.99,0.13,0.21,1.0,0.44,0.56,0.46,0.31,0.08,0.05,1.0,0.87,0.89,0.34,0.58,0.07,0.18,0.12,0.75,0.47,0.52,0.56,0.3,0.38,0.42,0.51,0.01,0.09,0.16,0.19,0.57,0.23,0.74,0.39,0.37,0.18,0.65,0.16,0.4,0.18,0.17,0.98,0.93,0.89,0.95,0.92,0.66,0.62,0.0,0.08,0.07,0.27,0.39,0.5,0.58,0.67,0.83,0.98,1.0,0.16,0.47,0.66,0.77,1.0,1.0,1.0,0.92,0.44,0.15,0.5,0.01,0.91,0.93,0.03,0.39,0.9,0.03,0.13,0.88,0.89,0.88,0.84,0.95,1.0,0.97,0.65,0.97,0.31,0.0,0.0,1.0,0.45,0.35,0.78,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.27,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1
947,947,0.06,0.43,0.66,0.45,0.07,0.01,0.92,0.96,0.99,0.26,0.07,1.0,0.18,0.69,0.38,0.37,0.31,0.42,0.29,0.27,0.24,0.33,0.17,0.56,0.31,0.39,0.4,0.1,0.71,0.32,0.35,0.55,0.41,0.49,0.34,0.7,0.32,0.55,0.35,0.97,0.42,0.41,0.43,0.35,0.34,0.35,0.29,0.67,0.65,0.06,0.79,0.01,0.39,0.45,0.4,0.47,0.05,0.05,0.04,0.04,0.95,0.03,0.23,0.16,0.32,0.39,0.32,0.28,0.17,0.61,0.0,0.05,0.78,0.27,0.1,0.26,0.69,0.41,0.2,0.14,0.14,0.17,0.17,0.21,0.22,0.22,0.75,0.41,0.39,0.04,0.02,0.05,0.72,0.28,0.31,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.21,0.07,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1
948,948,0.02,0.61,0.32,0.62,0.23,0.16,0.55,0.71,0.49,0.06,0.04,1.0,0.21,0.88,0.29,0.29,0.1,0.19,0.7,0.17,0.15,0.15,0.21,0.24,0.15,0.25,0.25,0.03,0.31,0.13,0.19,0.21,0.51,0.65,0.1,0.48,0.3,0.31,0.31,0.19,0.4,0.37,0.6,0.78,0.76,0.81,0.6,0.47,0.42,0.0,0.06,0.01,0.4,0.44,0.43,0.47,0.21,0.2,0.18,0.18,0.78,0.08,0.23,0.25,0.67,0.65,0.68,0.35,0.26,0.41,0.5,0.06,0.44,0.38,0.04,0.57,0.77,0.32,1.0,0.1,0.09,0.08,0.25,0.26,0.27,0.29,0.55,0.52,0.36,0.0,0.0,0.21,0.18,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.21,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,1
949,949,0.03,0.94,0.13,0.79,0.21,0.15,0.85,0.98,1.0,0.42,0.04,1.0,0.6,0.4,0.4,0.75,0.56,0.18,0.85,0.65,0.58,0.62,0.27,0.2,0.29,0.35,0.48,0.01,0.09,0.07,0.07,0.64,0.03,0.8,0.16,0.53,0.08,0.76,0.37,1.0,0.57,0.43,0.26,0.74,0.78,0.85,0.58,0.5,0.57,0.0,0.04,0.02,0.47,0.5,0.6,0.58,0.3,0.27,0.3,0.27,0.79,0.08,0.14,0.12,0.28,0.25,0.35,0.35,0.11,0.61,0.0,0.1,0.13,0.38,0.01,0.35,0.56,0.03,0.04,1.0,1.0,1.0,0.73,0.76,1.0,0.76,0.58,0.85,0.18,0.0,0.0,0.26,0.13,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.29,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1
950,950,0.0,0.49,0.01,0.99,0.02,0.01,0.36,0.44,0.26,0.4,0.01,0.6,0.47,0.63,0.22,0.51,0.53,0.3,0.51,0.47,0.39,0.38,0.68,0.11,0.0,0.0,0.0,0.0,0.14,0.33,0.4,0.31,0.41,0.59,0.59,0.38,0.46,0.36,0.24,0.39,0.3,0.28,0.54,0.82,0.8,0.82,0.67,0.48,0.66,0.0,0.12,0.0,0.1,0.32,0.26,0.25,0.02,0.04,0.03,0.03,0.9,0.01,0.24,0.25,0.55,0.6,0.39,0.7,0.07,0.4,0.5,0.01,0.83,0.66,0.2,0.39,0.25,0.08,0.25,0.36,0.35,0.33,0.27,0.41,0.47,0.44,0.37,0.53,0.51,0.0,0.0,0.06,0.8,0.65,0.75,0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1
951,951,0.01,0.35,0.05,0.96,0.01,0.0,0.47,0.46,0.31,0.56,0.0,0.0,0.17,0.36,0.26,0.41,0.7,0.44,0.64,0.21,0.19,0.18,0.27,0.28,1.0,0.0,0.22,0.02,0.37,0.58,0.68,0.11,0.74,0.3,0.9,0.27,0.9,0.22,0.74,0.31,0.68,0.74,0.39,0.48,0.5,0.59,0.51,0.53,0.66,0.01,0.13,0.0,0.07,0.05,0.12,0.1,0.0,0.0,0.01,0.0,0.98,0.02,0.16,0.15,0.36,0.36,0.38,0.55,0.09,0.62,0.0,0.02,0.76,0.55,0.35,0.62,0.19,0.77,0.45,0.04,0.03,0.03,0.12,0.13,0.12,0.14,0.3,0.05,0.37,0.0,0.0,0.02,0.78,0.61,0.81,0.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.17,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1
952,952,0.01,0.69,1.0,0.07,0.05,0.01,1.0,0.87,0.94,0.47,0.0,0.0,0.17,0.41,0.52,0.35,0.58,0.68,0.48,0.26,0.16,0.41,0.13,0.11,0.31,0.64,0.72,0.02,0.66,0.45,0.5,0.37,0.63,0.2,0.42,0.61,0.39,0.44,0.32,0.88,0.39,0.38,0.45,0.26,0.23,0.33,0.45,0.75,0.62,0.02,0.67,0.0,0.84,0.65,0.53,0.66,0.09,0.06,0.04,0.05,0.93,0.05,0.34,0.28,0.36,0.29,0.46,0.4,0.21,0.49,0.5,0.02,0.65,0.45,0.22,0.35,0.5,0.75,1.0,0.1,0.1,0.11,0.04,0.11,0.14,0.15,0.36,0.06,0.32,0.0,0.0,0.04,0.77,0.38,0.47,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1
